SRR27013311_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
SRR27013339_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013339_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_6_length_104957_cov_33.361404	66916	67893	+	bsh	1-978/978	===============	0/0	100	97.55	vfdb	NP_465591	(bsh) bile salt hydrolase [BSH (VF0350)] [Listeria monocytogenes EGD-e]	
SRR27013339_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013339_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_7_length_97889_cov_32.776120	71451	74051	+	lap	1-2601/2601	===============	0/0	100	97.08	vfdb	NP_465159	(lap) Listeria adhesion protein Lap [Lap (VF0444)] [Listeria monocytogenes EGD-e]	
SRR27013339_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013339_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_86_length_1418_cov_2.377227	216	1133	+	llsY	1-918/918	===============	0/0	100	96.3	vfdb	AHK25021	(llsY) LlsY [LLS (VF0410)] [Listeria innocua SLCC6294]	
SRR27013339_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013339_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_88_length_1354_cov_1.694377	82	231	+	llsA	1-150/150	===============	0/0	100	98	vfdb	AHK25016	(llsA) listeriolysin S [LLS (VF0410)] [Listeria innocua SLCC6294]	
SRR27013339_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013339_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_88_length_1354_cov_1.694377	296	1183	+	llsG	1-888/888	===============	0/0	100	97.3	vfdb	AHK25017	(llsG) ABC transporter ATP-binding protein LlsG [LLS (VF0410)] [Listeria innocua SLCC6294]	
SRR27013339_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013339_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_8_length_93179_cov_29.423301	70951	73119	+	clpE	1-2175/2175	========/======	6-Jan	99.72	93.56	vfdb	NP_464522	(clpE) ATP-dependent protease [ClpE (VF0073)] [Listeria monocytogenes EGD-e]	
SRR27013339_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013339_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_9_length_93144_cov_40.468323	2308	4770	+	clpC	1-2463/2463	===============	0/0	100	94.28	vfdb	NP_463763	(clpC) endopeptidase Clp ATP-binding chain C [ClpC (VF0072)] [Listeria monocytogenes EGD-e]	
SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_10_length_73886_cov_48.785341	31617	33329	+	fbpA	1-1713/1713	===============	0/0	100	91.65	vfdb	NP_465354	(fbpA) fibronectin-binding protein [FbpA (VF0349)] [Listeria monocytogenes EGD-e]	
SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_10_length_73886_cov_48.785341	47900	48364	-	lspA	1-465/465	===============	0/0	100	97.63	vfdb	NP_465369	(lspA) signal peptidase II [Lsp (VF0351)] [Listeria monocytogenes EGD-e]	
SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_10_length_73886_cov_48.785341	51289	52221	-	lpeA	1-933/933	===============	0/0	100	96.68	vfdb	NP_465372	(lpeA) lipoprotein promoting cell invasion [LpeA (VF0346)] [Listeria monocytogenes EGD-e]	
SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_15_length_65699_cov_30.013649	5376	6785	-	iap/cwhA	1-1449/1449	========/======	May-45	97.1	94.42	vfdb	NP_464110	(iap/cwhA) P60 extracellular protein invasion associated protein Iap [p60 (VF0068)] [Listeria monocytogenes EGD-e]	
SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_17_length_61686_cov_47.452931	19724	20161	-	gtcA	1-438/438	========/======	4-Feb	99.54	80.68	vfdb	NP_466072	(gtcA) wall teichoic acid glycosylation protein GtcA [GtcA (VF0448)] [Listeria monocytogenes EGD-e]	
SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_18_length_59884_cov_39.453169	21847	22824	+	bsh	1-978/978	===============	0/0	100	97.55	vfdb	NP_465591	(bsh) bile salt hydrolase [BSH (VF0350)] [Listeria monocytogenes EGD-e]	
SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_1_length_191733_cov_36.543219	24505	27105	-	lap	1-2601/2601	===============	0/0	100	97.08	vfdb	NP_465159	(lap) Listeria adhesion protein Lap [Lap (VF0444)] [Listeria monocytogenes EGD-e]	
SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_261_length_447_cov_2.568750	216	365	+	llsA	1-150/150	===============	0/0	100	98	vfdb	AHK25016	(llsA) listeriolysin S [LLS (VF0410)] [Listeria innocua SLCC6294]	
SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_28_length_41110_cov_48.214040	20693	25831	+	lapB	1-5136/5136	========/======	3-Jan	100	93.34	vfdb	NP_465191	(lapB) Listeria adhesion protein LapB [LapB (VF0446)] [Listeria monocytogenes EGD-e]	
SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_30_length_34006_cov_47.436967	7056	8456	+	pdgA	1-1401/1401	===============	0/0	100	97	vfdb	NP_463944	(pdgA) Peptidoglycan N-deacetylase [PgdA (VF0442)] [Listeria monocytogenes EGD-e]	
SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_31_length_32927_cov_35.809604	238	1119	+	prsA2	1-882/882	===============	0/0	100	96.26	vfdb	NP_465743	(prsA2) post translocation chaperone PrsA2 [PrsA2 (VF0449)] [Listeria monocytogenes EGD-e]	
SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_34_length_29168_cov_46.079508	2271	4733	+	clpC	1-2463/2463	===============	0/0	100	94.28	vfdb	NP_463763	(clpC) endopeptidase Clp ATP-binding chain C [ClpC (VF0072)] [Listeria monocytogenes EGD-e]	
SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_35_length_27398_cov_37.556232	1158	3551	+	inlA	1-2403/2403	========/======	9-Jan	99.63	96.09	vfdb	NP_463962	(inlA) Internalin A [InlA (VF0069)] [Listeria monocytogenes EGD-e]	
SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_35_length_27398_cov_37.556232	3636	5526	+	inlB	1-1891/1893	===============	0/0	99.89	92.44	vfdb	NP_463963	(inlB) Internalin B [InlB (VF0070)] [Listeria monocytogenes EGD-e]	
SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_35_length_27398_cov_37.556232	7228	7845	+	lntA	1-618/618	===============	0/0	100	95.95	vfdb	NP_463967	(lntA) listeria nuclear targeted protein A [LntA (VF0440)] [Listeria monocytogenes EGD-e]	
SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_40_length_23371_cov_41.295990	16354	17610	+	vip	1-1200/1200	========/======	Mar-57	100	85.36	vfdb	NP_463850	(vip) surface adhesin Vip [Vip (VF0443)] [Listeria monocytogenes EGD-e]	
SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_45_length_18453_cov_35.036396	6428	7318	-	inlC	1-891/891	===============	0/0	100	97.08	vfdb	NP_465311	(inlC) internalin C [InlC (VF0438)] [Listeria monocytogenes EGD-e]	
SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_4_length_153756_cov_35.409493	28119	29939	+	inlK	1-1797/1797	========/======	24-Feb	100	89.13	vfdb	NP_464815	(inlK) internalin K [InlK (VF0439)] [Listeria monocytogenes EGD-e]	
SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_4_length_153756_cov_35.409493	29972	31858	-	oatA	1-1869/1869	========/======	18-Feb	100	93.48	vfdb	NP_464816	(oatA) peptidoglycan O-acetyltransferase [OatA (VF0441)] [Listeria monocytogenes EGD-e]	
SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_55_length_12138_cov_30.134793	5730	7115	+	hpt	1-1386/1386	===============	0/0	100	97.4	vfdb	NP_464364	(hpt) hexose phosphate transport protein [Hpt (VF0264)] [Listeria monocytogenes EGD-e]	
SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_6_length_89786_cov_32.771077	793	2961	+	clpE	1-2175/2175	========/======	6-Jan	99.72	93.56	vfdb	NP_464522	(clpE) ATP-dependent protease [ClpE (VF0073)] [Listeria monocytogenes EGD-e]	
SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_6_length_89786_cov_32.771077	60994	61989	-	lplA1	1-996/996	===============	0/0	100	92.77	vfdb	NP_464456	(lplA1) lipoate protein ligase [LplA1 (VF0347)] [Listeria monocytogenes EGD-e]	
SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_78_length_2261_cov_1.448922	128	1045	-	llsY	1-918/918	===============	0/0	100	96.19	vfdb	AHK25021	(llsY) LlsY [LLS (VF0410)] [Listeria innocua SLCC6294]	
SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_78_length_2261_cov_1.448922	1053	1928	-	llsB	1-876/876	===============	0/0	100	96.23	vfdb	AHK25020	(llsB) SagB family dehydrogenase LlsB [LLS (VF0410)] [Listeria innocua SLCC6294]	
SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_78_length_2261_cov_1.448922	1925	2242	-	llsX	1-318/318	===============	0/0	100	97.48	vfdb	AHK25019	(llsX) LlsX [LLS (VF0410)] [Listeria innocua SLCC6294]	
SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_88_length_1463_cov_2.518713	1	822	+	llsG	67-888/888	.==============	0/0	92.57	96.96	vfdb	AHK25017	(llsG) ABC transporter ATP-binding protein LlsG [LLS (VF0410)] [Listeria innocua SLCC6294]	
SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_88_length_1463_cov_2.518713	822	1462	+	llsH	1-641/750	=============..	0/0	85.47	97.97	vfdb	AHK25018	(llsH) ABC transporter permease protein LlsH [LLS (VF0410)] [Listeria innocua SLCC6294]	
SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_8_length_86070_cov_38.258951	62599	63195	-	clpP	1-597/597	===============	0/0	100	96.82	vfdb	NP_465991	(clpP) ATP-dependent Clp protease proteolytic subunit [ClpP (VF0074)] [Listeria monocytogenes EGD-e]	
SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_9_length_80089_cov_41.692316	46107	46820	-	prfA	1-714/714	===============	0/0	100	97.48	vfdb	NP_463731	(prfA) listeriolysin positive regulatory protein [PrfA (VF0062)] [Listeria monocytogenes EGD-e]	
SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_9_length_80089_cov_41.692316	47093	48046	-	plcA	1-954/954	===============	0/0	100	97.48	vfdb	NP_463732	(plcA) phosphatidylinositol-specific phospholipase c [PlcA (VF0063)] [Listeria monocytogenes EGD-e]	
SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_9_length_80089_cov_41.692316	48289	49878	+	hly	1-1590/1590	===============	0/0	100	97.23	vfdb	NP_463733	(hly) listeriolysin O precursor [LLO (VF0064)] [Listeria monocytogenes EGD-e]	
SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_9_length_80089_cov_41.692316	50213	51745	+	mpl	1-1533/1533	===============	0/0	100	94.85	vfdb	NP_463734	(mpl) Zinc metalloproteinase precursor [Mpl (VF0065)] [Listeria monocytogenes EGD-e]	
SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_9_length_80089_cov_41.692316	51945	53862	+	actA	1-1918/1920	===============	0/0	99.9	94.16	vfdb	NP_463735	(actA) actin-assembly inducing protein precursor [ActA (VF0066)] [Listeria monocytogenes EGD-e]	
SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_9_length_80089_cov_41.692316	53901	54769	+	plcB	2-870/870	===============	0/0	99.89	95.51	vfdb	NP_463736	(plcB) phospholipase C [PlcB (VF0067)] [Listeria monocytogenes EGD-e]	
SRR27013341_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
SRR27013341_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013341_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_10_length_130531_cov_52.466128	70207	71616	-	iap/cwhA	1-1449/1449	========/======	May-45	97.1	94.42	vfdb	NP_464110	(iap/cwhA) P60 extracellular protein invasion associated protein Iap [p60 (VF0068)] [Listeria monocytogenes EGD-e]	
SRR27013341_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013341_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_11_length_123660_cov_61.523658	2304	4766	+	clpC	1-2463/2463	===============	0/0	100	94.28	vfdb	NP_463763	(clpC) endopeptidase Clp ATP-binding chain C [ClpC (VF0072)] [Listeria monocytogenes EGD-e]	
SRR27013341_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013341_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_11_length_123660_cov_61.523658	104665	105921	-	vip	1-1200/1200	========/======	Mar-57	100	85.36	vfdb	NP_463850	(vip) surface adhesin Vip [Vip (VF0443)] [Listeria monocytogenes EGD-e]	
SRR27013341_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013341_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_15_length_66613_cov_62.827498	30331	32802	+	inlF	1-2466/2466	========/======	8-Mar	99.96	80.95	vfdb	NP_463939	(inlF) internalin F [InlF (VF0447)] [Listeria monocytogenes EGD-e]	
SRR27013341_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013341_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_15_length_66613_cov_62.827498	38188	39588	+	pdgA	1-1401/1401	===============	0/0	100	97	vfdb	NP_463944	(pdgA) Peptidoglycan N-deacetylase [PgdA (VF0442)] [Listeria monocytogenes EGD-e]	
SRR27013341_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013341_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_17_length_50439_cov_49.631380	19335	20720	-	hpt	1-1386/1386	===============	0/0	100	97.98	vfdb	NP_464364	(hpt) hexose phosphate transport protein [Hpt (VF0264)] [Listeria monocytogenes EGD-e]	
SRR27013341_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013341_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_18_length_41943_cov_67.836546	16119	21257	-	lapB	1-5136/5136	========/======	3-Jan	100	93.34	vfdb	NP_465191	(lapB) Listeria adhesion protein LapB [LapB (VF0446)] [Listeria monocytogenes EGD-e]	
SRR27013341_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013341_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_21_length_27697_cov_51.946790	1457	3850	+	inlA	1-2403/2403	========/======	9-Jan	99.63	96.09	vfdb	NP_463962	(inlA) Internalin A [InlA (VF0069)] [Listeria monocytogenes EGD-e]	
SRR27013341_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013341_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_21_length_27697_cov_51.946790	3935	5825	+	inlB	1-1891/1893	===============	0/0	99.89	92.44	vfdb	NP_463963	(inlB) Internalin B [InlB (VF0070)] [Listeria monocytogenes EGD-e]	
SRR27013341_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013341_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_21_length_27697_cov_51.946790	7527	8144	+	lntA	1-618/618	===============	0/0	100	95.95	vfdb	NP_463967	(lntA) listeria nuclear targeted protein A [LntA (VF0440)] [Listeria monocytogenes EGD-e]	
SRR27013341_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017	/home/maa/himabindu/results/SPAdes_output/SRR27013341_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017/contigs.fasta	NODE_24_length_8955_cov_6.348777	350	1663	-	llsD	1-1314/1314	===============	0/0	100	98.1	vfdb	AHK25022	(llsD) streptolysin-associated protein LlsD [LLS (VF0410)] [Listeria innocua SLCC6294]	
